release_date,price,developer
2016-11-10,39.99,"Stardock Entertainment,Oxide Games"
2016-11-10,9.99,World-Loom
2016-11-10,15.99,"SmiteWorks USA, LLC"
2016-11-09,Free,Warm Lamp Games
2016-11-10,1.99,Aratog LLC
2016-11-09,1.99,Drunk Animations
2016-11-09,Free To Play,FYRE Games
2016-11-09,1.99,Mana Potion Studios
2016-11-09,34.99,Playsport Games
2016-11-09,9.99,Eipix Entertainment
2016-11-09,4.99,HIGHKEY Games
2016-11-09,4.99,Morepork Games
2016-11-09,4.99,"peakvox,O-TWO inc."
2016-11-09,19.99,Bigosaur
2016-11-10,5.99,First Games Interactive
2016-11-09,34.99,Crenetic GmbH Studios
2016-11-08,2.99,"Pathea Games,Note by Note Studios"
2016-11-10,12.99,Virtavia
2016-11-09,9.99,High Iron Simulations
2016-11-09,1.99,"imaginite Ltd,imaginite Ltd"
2016-11-09,0.99,Hipix Studio
2016-11-09,Free To Play,L. Stotch
2016-11-09,0.99,L. Stotch
2016-11-09,2.99,L. Stotch
2016-11-08,11.99,Fire Face Corporation
2016-11-08,2.99,Ubisoft - San Francisco
2016-11-08,11.99,Ubisoft - San Francisco
2016-11-08,2.99,Ubisoft - San Francisco
2016-11-08,2.99,Ubisoft - San Francisco
2016-11-08,2.99,Ubisoft - San Francisco
2016-11-08,2.99,Ubisoft - San Francisco
2016-11-08,4.99,"Mindware Co.,Ltd."
2016-11-08,5.99,"Fire Face Corporation,Adult Swim Games"
2016-10-28,Free,"Free Games Info,hyperboreanGames"
2016-11-05,0.99,DIAMOND FOX
2016-11-08,2.99,"SmiteWorks USA, LLC"
2016-11-08,5.99,"SmiteWorks USA, LLC"
2016-11-08,7.99,"SmiteWorks USA, LLC"
2016-11-08,5.99,"SmiteWorks USA, LLC"
2016-11-07,14.99,Lukas Rustemeyer
2016-11-08,7.99,"SmiteWorks USA, LLC"
2016-11-07,0.99,Yunus Ayyildiz
2016-11-07,9.99,"IDEA FACTORY,COMPILE HEART,PREAPP PARTNERS"
2016-11-07,29.99,"IDEA FACTORY,COMPILE HEART,PREAPP PARTNERS"
2016-11-07,2.99,Kinmoku
2016-11-07,9.99,BottleCube inc.
2016-09-24,0.99,Brent Seeley
2016-11-07,4.99,Nussoft
2016-11-07,Free,IObit
2016-11-07,29.99,IObit
2016-11-07,4.99,UUUU Interactive
2016-11-04,0.99,DL Softworks
2016-10-29,19.99,roseVeRte
2016-11-04,1.99,Play Publishing
2016-11-06,6.99,Ladia Group
2016-11-06,6.99,Ladia Group
2016-11-07,9.99,DemonStudios
2016-11-07,1.99,Quantum Entanglement Games
2016-11-03,3.99,Artefacts Studio
2016-11-04,9.99,Eipix Entertainment
2016-11-04,19.99,Excalibur
2016-11-04,19.99,Odin Game Studio
2016-11-04,4.99,"Girls Make Games,The Team Who Must Not Be Named,LearnDistrict, Inc."
2016-11-04,4.99,dadako
2016-11-04,0.99,Konstructors Entertainment
2016-11-04,8.99,dadako
Nov 2016,99.99,Infinity Ward
2016-11-04,49.99,Infinity Ward
2016-07-14,14.99,Silent Dreams
2016-11-03,14.99,Artefacts Studios
2016-11-03,1.99,"Pixel Barrage Entertainment, Inc."
2016-11-03,59.99,Infinity Ward
2016-11-01,2.99,Drahcir
2016-11-03,29.99,"SmiteWorks USA, LLC"
2016-11-04,0.99,Mihai Morosanu
2016-11-03,34.99,FlipSwitch Games
2016-11-03,0.99,Sports Interactive
2016-10-28,1.99,Skirmish Entertainment
2016-11-03,0.99,Sports Interactive
2016-11-03,0.99,Sports Interactive
2016-11-03,0.99,Sports Interactive
2016-11-03,0.99,Sports Interactive
2016-11-03,3.99,Sports Interactive
2016-11-03,0.99,Sports Interactive
2016-11-03,0.99,Sports Interactive
2016-11-03,0.99,Sports Interactive
2016-11-03,0.99,Sports Interactive
2016-11-03,0.99,Sports Interactive
2016-11-03,3.99,Sports Interactive
2016-11-03,19.99,Blue Mana
2016-11-03,5.99,Aivaras Ivoškus
2016-11-03,9.99,Blue Mana
2016-11-03,Free To Play,"Move Games Co., Ltd."
2016-11-03,9.99,Bolvërk Games
2016-11-03,24.99,Virtual Rail Creations
2016-11-03,5.99,Jonathan Wood
2016-11-03,9.99,Byzantine Games
2016-11-03,1.99,Fabio Ferrara
2016-11-03,12.99,The Quadsphere
2016-11-03,19.99,Nihon Falcom
2008-07-22,9.99,SCS Software
2006-10-24,9.99,SCS Software
2016-11-03,4.99,QuickSave
2016-11-02,1.99,NIGHTBOX
2016-11-02,0.99,Mihai Morosanu
2016-11-03,3.99,Knuckle Cracker
2016-11-03,0.99,Forrest Keel
2016-11-02,9.99,"SmiteWorks USA, LLC"
2017-02-01,5.99,Punkster Inc.
2016-11-02,2.99,Kenny Sun
2016-10-28,12.99,"iWin, Inc."
2016-11-03,14.99,Artefacts Studios
2016-11-02,2.99,WarfareSims
2016-09-01,1.99,Yumoon
2016-11-02,5.99,Forceight
2016-11-02,14.99,Artplant
2016-11-02,2.99,"SmiteWorks USA, LLC"
2016-11-02,2.99,"SmiteWorks USA, LLC"
2016-11-02,9.99,"SmiteWorks USA, LLC"
2016-11-02,2.99,Useless Machines
2016-11-02,5.99,Milestone S.r.l.
Nov 2016,Free,VitaliZelenyuk
2016-11-02,4.99,Skyhook Games
2016-11-02,14.99,FastRam Design
2016-11-01,2.99,Ubisoft - San Francisco
2016-11-01,2.99,"Traveller's Tales,TT Games,Feral Interactive (Mac)"
2016-11-01,2.99,Ubisoft - San Francisco
2016-10-21,7.99,Jenito
2016-11-01,24.99,"SmiteWorks USA, LLC"
2016-11-01,9.99,"SmiteWorks USA, LLC"
2016-02-26,9.99,Black Sheep studio
2016-11-01,8.99,"SmiteWorks USA, LLC"
2016-11-01,9.99,"SmiteWorks USA, LLC"
2016-11-01,7.99,"SmiteWorks USA, LLC"
2016-11-01,24.99,"SmiteWorks USA, LLC"
2016-11-01,4.99,"SmiteWorks USA, LLC"
2016-11-01,4.99,"SmiteWorks USA, LLC"
2016-11-01,8.99,"SmiteWorks USA, LLC"
2016-11-01,9.99,"SmiteWorks USA, LLC"
2016-10-13,29.99,Nevercenter
2016-10-31,4.99,Donut Games
2016-10-31,4.99,New Bridge Games
2016-10-31,3.99,IndigoBlue Game Studio
2016-10-31,Free To Play,VIS - Visual Imagination Software
2016-10-31,19.99,Blazing Griffin
2016-10-31,14.99,Dopterra
2016-10-31,19.99,Out of the Park Developments
2016-10-31,4.99,Crowned Daemon Studios
2016-11-01,0.99,Bogemic Games
2016-11-01,4.99,Afterlife Games
2016-11-01,4.99,Extreme Developers
2016-11-01,24.99,Iris Flight Simulation Software
2016-11-01,18.99,Aerosoft GmbH
2016-11-01,6.99,Drop Dead Interactive
2016-11-01,19.99,React Games
2016-11-01,1.99,React Games
2016-11-01,1.99,React Games
2016-11-01,1.99,React Games
2016-11-01,3.99,React Games
2016-11-01,2.99,React Games
2016-11-01,24.99,D-Pad Studio
2016-11-01,8.99,Aterdux Entertainment
2016-11-01,6.99,Ubisoft Montreal
2016-10-28,0.99,Kerberos Productions Inc.
2016-10-28,4.99,Bloober Team SA
2016-10-28,24.99,Sebastien Bini
2016-10-24,0.99,Primitive Studio
2016-11-01,8.99,SGTTB_Studios
2016-10-28,2.99,White Rabbit Games
2016-10-28,6.99,DL Softworks
2016-10-27,1.99,Ideonic
2016-10-27,0.99,Echohead Games
2016-10-27,9.99,"Offworld Games, LLC"
2016-10-27,Free To Play,"Cygames, Inc."
2016-11-02,39.99,Capturing Reality
2016-10-27,4.99,Overhead Games
2016-10-27,49.99,"Ubisoft Paris,Ubisoft Pune"
2016-10-25,5.99,"SmiteWorks USA, LLC"
2016-10-27,9.99,"SmiteWorks USA, LLC"
2016-10-27,6.99,Overhead Games
2016-10-25,5.99,"SmiteWorks USA, LLC"
2016-10-25,Free To Play,Iron Helmet Games
2016-10-25,9.99,"Idea Factory,Compile Heart,Felistella"
2016-10-25,5.99,"Berserk Games,Magic Meeple Games"
2016-10-25,2.99,"Traveller's Tales,TT Games,Feral Interactive (Mac)"
2016-10-26,14.99,Mind's Eye Games
2016-10-25,Free,N.R. Burnette
2014-07-12,9.99,Sophie Houlden
2016-10-26,2.99,Gabhel Games
2016-10-26,8.99,Fuero Games
2016-10-26,0.99,Bogemic Games
2016-10-26,4.99,Dovetail Games
2011-09-24,4.99,RetroEpic Software
2016-10-26,2.99,Umbu Games
2016-10-26,Free To Play,Rodrigo Banzato
2016-10-26,4.99,Dumbfounded
2016-10-26,2.99,Might and Delight
2016-10-26,0.99,Might and Delight
2016-10-26,0.99,Indie Games Studio
2016-10-26,5.99,What The Fantastic Games Group
2016-10-26,5.99,TakeFlight Interactive
2016-10-26,8.99,Vlad K.
2016-10-26,1.99,Mysteria Studio
2016-10-26,9.99,ERS G Studios
2016-10-26,4.99,"Hourences,Grip Games,Jonas Kjellberg"
2016-10-26,14.99,Wild Guess Software
2016-10-26,2.99,Puzzle Lab
2016-10-25,14.99,Giant Margarita
2016-10-26,4.99,Wild Planet Studio
2016-10-26,9.99,Lost Mountain
2016-10-26,4.99,Gambrinous
2016-10-26,2.99,Might and Delight
2016-10-26,3.99,Might and Delight
2016-10-26,7.99,Steve Jarman
2016-10-26,4.99,Aratog LLC
2016-10-26,9.99,Ferocity 2D
2016-10-26,7.99,DiezelPower
2016-10-26,1.99,DiezelPower
2016-10-25,8.99,"Oh, a Rock! Studios"
2016-10-25,0.99,"Nippon Ichi Software, Inc."
2016-10-25,3.99,Blue Wizard Digital
2016-10-25,1.99,"Nippon Ichi Software, Inc."
2016-10-25,19.99,"Nippon Ichi Software, Inc."
2012-05-08,29.99,Western Civilization Software
2013-11-19,29.99,Western Civilization Software
2016-10-24,9.99,Playsaurus
2016-10-24,7.99,Grigory Everstov
2016-10-24,1.99,ZovGame
2016-10-24,0.99,Artur Rezende
2016-10-21,3.99,DL Softworks
2016-10-21,19.99,Reiza Studios
2016-10-21,2.99,DL Softworks
2016-10-21,1.99,Warfare Studios
2016-10-24,1.99,Hipix Studio
2016-07-26,Free,StevenHarmonGames
2016-10-21,Free,AMS Game Development Association
2016-10-21,Free,"Creative Assembly,Feral Interactive (Linux),Feral Interactive (Mac)"
2016-10-21,14.99,"Power Up to Maximum,Liens"
2016-10-22,4.99,"Power Up to Maximum,Liens"
2016-10-23,1.99,EnsenaSoft
2016-10-23,0.99,971 Games
2016-10-25,7.99,Recotechnology S.L.
2016-10-25,0.99,André Bertaglia
2016-10-25,9.99,"ZiMAD, Inc."
2016-10-25,7.99,EnsenaSoft
2016-10-25,19.99,"BeefJack,Dean Edwards"
2016-10-25,1.99,VooFoo Studios
2016-10-25,4.99,Caravel Games
2016-10-25,9.99,Rogue Factor
2016-10-25,4.99,QuadraTron Games
2016-10-25,9.99,Canu Arts
2016-10-25,2.99,Ubisoft - San Francisco
2016-10-25,9.99,Ubisoft - San Francisco
2016-10-25,2.99,Ubisoft - San Francisco
2016-10-25,2.99,Ubisoft - San Francisco
2016-10-25,2.99,Ubisoft - San Francisco
2016-10-25,2.99,Dragon Whisper Game
2016-10-24,9.99,"Redshift Media,Sparpweed"
2016-10-25,6.99,Kunos Simulazioni
2016-10-13,39.99,CyberLink
2016-10-24,19.99,Freejam
2016-10-24,9.99,Panoramik Inc
2016-10-24,9.99,HandyGames
2016-10-24,1.99,EnsenaSoft
2016-08-12,1.99,Play Publishing
2016-10-21,4.99,Lupan Artiom Oleg
2016-10-21,9.99,Play Spirit Limited
2015-04-29,6.99,"Cosmo D,Archie Pelago"
2015-02-15,Free,Cosmo D
2016-10-20,5.99,"SmiteWorks USA, LLC"
2016-10-20,6.99,"SmiteWorks USA, LLC"
2016-10-21,4.99,SionoiS
2016-10-20,11.99,"Locomalito,Gryzor87"
2016-10-20,9.99,"KADOKAWA,Celianna"
2016-10-20,14.99,BrashMonkey
2016-10-19,2.99,Dharker Studio
2016-10-20,9.99,"KADOKAWA,Yoji Ojima"
2016-10-19,14.99,Considerable Content
2016-10-19,9.99,ERS G Studios
2016-10-19,1.99,"Georgy Topalo,Simeon Simeonich"
2016-10-19,17.99,N3V Games
2016-10-07,4.99,Flame Spirit Software Studio
2016-10-19,4.99,Stardale Studio
2016-10-20,4.99,Alekseev
2016-10-19,14.99,Allusio
2016-10-20,1.99,weltenbauer. Software Entwicklung GmbH
2016-10-20,6.99,Nomad Games
2016-10-20,19.99,virtualRailroads
2016-10-20,4.99,Graviteam
2016-10-20,19.99,"KADOKAWA,Joel Steudler"
2016-10-20,14.99,KADOKAWA
2016-10-20,Free To Play,Apus Software
2016-10-20,14.99,Red Dwarf Games
2016-10-20,6.99,Dreamatrix
2016-10-20,6.99,Anarchy Enterprises
2008-02-29,39.99,KADOKAWA
2016-10-20,14.99,"SmiteWorks USA, LLC"
2016-10-20,2.99,Rusty Lake
2016-10-20,Free,"Creative Assembly,Feral Interactive (Linux),Feral Interactive (Mac)"
2016-10-20,9.99,Paradox Development Studio
2016-10-19,Free To Play,"Artix Entertainment, LLC"
2016-10-19,18.99,RaYmond Lewis
2016-10-19,3.99,Rusty Knights
2016-10-19,2.99,Dharker Studio
2016-10-18,Free,Monster Games
2016-10-18,Free,Monster Games
2016-10-18,4.99,Monster Games
2016-06-30,4.99,Grey Wizard Innovative
2016-10-18,9.99,"KADOKAWA,Yoji Ojima"
2016-10-18,4.99,Frisky Fatal Games
2016-10-17,7.99,Boomzap Entertainment
2016-10-17,11.99,Pillow Fight
2016-10-17,4.99,CleanWaterSoft
2016-10-17,1.99,EnsenaSoft
2016-10-17,14.99,Eldon Harris
2016-10-17,1.99,Orange_Juice
2016-10-17,1.99,CTgames
2016-10-17,7.99,"Milan Kazarka,Jeroen van Oosten"
2016-10-17,7.99,"Milan Kazarka,Jeroen van Oosten"
2015-05-06,5.99,"Milan Kazarka,Jeroen van Oosten"
2016-10-17,7.99,Cunning Force Games
2016-10-17,1.99,Valorware
2016-10-17,4.99,Fantasy Flight Games
2016-10-18,2.99,Ubisoft - San Francisco
2016-10-18,2.99,Ubisoft - San Francisco
2016-10-18,4.99,Peace
2016-10-18,5.99,Astronomic Games
2016-10-18,3.99,Dreadbit
2016-10-19,4.99,M.BonKov
2016-10-10,1.99,Marcos Dumont
2016-10-18,6.99,"The Gentlebros,General Arcade"
2016-10-18,Free To Play,"Kastriot Sulejmani,Brayden Myers"
2016-05-13,Free To Play,Sad Panda Studios
2016-10-19,12.99,GameHouse
2016-10-19,6.99,magnussoft
2016-10-19,4.99,Nuked Games
2016-10-17,4.99,BrainGoodGames
2016-10-19,1.99,MegawattsCo
2016-10-17,2.99,Matt Glanville
2016-10-17,0.99,Artur Rezende
2016-10-17,1.99,White Wizard Games
2016-10-17,4.99,7TPGames
2016-10-17,4.99,Joe Censored Games
2016-10-17,24.99,"Jackbox Games, Inc."
2016-10-14,0.99,"Hassey Enterprises, Inc."
2016-10-14,0.99,"Hassey Enterprises, Inc."
2016-10-14,0.99,"Hassey Enterprises, Inc."
2016-10-14,0.99,"Hassey Enterprises, Inc."
2016-10-14,0.99,ColloseusX
2016-10-14,0.99,"Hassey Enterprises, Inc."
2016-10-14,0.99,"Hassey Enterprises, Inc."
2016-10-14,0.99,"Hassey Enterprises, Inc."
2016-10-14,0.99,"Hassey Enterprises, Inc."
2016-10-14,0.99,GamersHype Productions
2016-10-14,1.99,Warfare Studios
2016-10-14,7.99,Ready Play Games
2016-10-14,19.99,Encore
2015-09-03,0.99,Dan Ruscoe
2016-10-14,4.99,Max Apps LLC
2016-10-14,4.99,"Synersteel Studio, LLC"
2016-10-14,3.99,Rumbic Inc
2016-10-18,0.99,Primitive Studio
2016-10-17,2.99,Rocky Hong
2016-10-16,4.99,Mad Vulture Games
2016-10-17,9.99,Nerf Game Co. Ltd.
2016-10-17,7.99,Super Puzzle Studios
2016-09-09,9.99,"Beijing Xinrun Technology Co.,Ltd"
2016-10-17,2.99,GKT Studios Entertainment
2016-10-14,9.99,Frogames
2016-10-14,1.99,@unepic_fran
2016-10-14,0.99,Robert Alvarez
2016-10-14,6.99,Aegon Games Ltd
2016-10-14,6.99,Choice of Games
2016-10-14,12.99,AMPLITUDE Studios
2016-10-14,3.99,Perfectly Paranormal
2016-10-12,0.99,Zuakate Games
2016-10-12,14.99,Another Reality
2016-10-10,9.99,Clarus Victoria
2016-10-12,0.99,NukGames
2016-10-12,14.99,"CFK Co., Ltd."
2016-10-12,4.99,batensan
2016-10-12,14.99,batensan
2016-10-12,9.99,batensan
2016-10-12,12.99,Cyril Megem
2016-10-13,19.99,"Tobias Müller,Florian Wolf,Cedric Appel,Benedikt Steffens"
2016-10-13,14.99,Blindflug Studios AG
2016-10-13,3.99,Pocket Universe Productions
2016-10-13,2.99,Blindflug Studios AG
2016-10-13,Free,Vaclav Hudec
2016-10-13,3.99,Milestone S.r.l.
2016-10-13,4.99,Mass Creation
2016-10-07,6.99,Last BeNeVoLeNcE
2016-10-13,1.99,Puuba
2016-10-13,19.99,NorbSoftDev
2016-12-15,0.99,Indie Dynamics
2016-10-13,0.99,nocanwin
2016-10-13,5.99,"SmiteWorks USA, LLC"
2016-10-13,4.99,"SmiteWorks USA, LLC"
2016-10-13,4.99,Pipeworks Studio
2016-10-13,4.99,Pipeworks Studio
2016-10-13,4.99,Rooster Teeth Games
2016-10-13,Free To Play,Fatshark
2016-10-11,Free,Insanity Games
2016-10-13,14.99,"No, You Shut Up Inc."
2016-10-13,14.99,Phil Jones
2016-10-13,24.99,N3V Games
2016-10-13,2.99,biple_kfp
2016-10-13,29.99,"CAVE Interactive CO.,LTD."
2016-10-13,5.99,07th Expansion
2016-10-13,Free To Play,Silver Legends
2016-10-13,7.99,Ambiera
2016-10-13,39.99,Flying Wild Hog
2016-10-13,4.99,"CAVE Interactive CO.,LTD."
2016-10-13,17.99,Chris Bell - Creative Design Studios
2016-10-13,9.99,Krafted Games
2016-10-13,9.99,The House of Fables
2016-10-13,2.99,Bat Byte
2016-10-13,17.99,"SmiteWorks USA, LLC"
2016-10-11,19.99,"Nerve Software, Gearbox Software, LLC"
2016-10-11,5.99,Skyjaz Games
2016-10-12,19.99,NeuronHaze
2016-10-12,19.99,NeuronHaze
2016-10-12,39.99,NeuronHaze
2016-10-10,9.99,Gamesoft
2016-10-10,7.99,bluebox interactive
2016-10-10,1.99,Rusto
2016-10-12,99.99,NeuronHaze
2016-10-10,5.99,Creobit
2016-10-07,49.99,Milestone S.r.l.
2016-10-07,9.99,United Independent Entertainment GmbH
2016-10-07,3.99,Milestone S.r.l.
2016-10-07,3.99,Milestone S.r.l.
2016-10-07,2.99,Kylotonn Racing Games
2016-10-07,44.99,Kylotonn Racing Games
2016-10-07,2.99,Musopia
2016-10-07,14.99,Zima Software
2016-10-07,4.99,Black Sword Entertainment
2016-10-07,2.99,Musopia
2016-10-07,2.99,Musopia
2016-10-10,0.99,RiDeLy
2016-10-07,4.99,Musopia
2016-10-07,2.99,Musopia
2016-10-10,3.99,Kristjan Skutta
2016-10-10,1.99,DL Softworks
2016-10-10,9.99,Drool
2016-10-10,27.99,"Team NINJA,KOEI TECMO GAMES CO., LTD."
2016-10-11,Free,Paradox Development Studio
2016-10-11,1.99,Paradox Development Studio
2016-10-11,6.99,Kylotonn Racing Games
2016-10-11,5.99,Paradox Development Studio
2016-10-11,19.99,Paradox Development Studio
2016-10-11,2.99,Ubisoft - San Francisco
2016-10-11,2.99,Ubisoft - San Francisco
2016-10-11,7.99,Ubisoft - San Francisco
Oct 2016,19.99,Tall Tail Studios
2016-10-07,2.99,Logvinenko Alexandr
2016-02-19,1.99,petraguardsoftware.com
2016-10-11,2.99,Ubisoft - San Francisco
2016-10-07,5.99,Creobit
2016-10-07,4.99,Pipeworks Studio
2016-10-07,7.99,Scott Cawthon
2016-10-07,9.99,Mariaglorum
2016-10-06,29.99,Hangar 13
2016-10-06,9.99,"CFK Co., Ltd."
2016-10-07,5.99,Creobit
2016-10-07,9.99,Hexecutable
2016-10-06,1.99,Theodore Palser
2016-10-06,39.99,"Hangar 13,Aspyr (Mac)"
2016-10-05,9.99,Wee Free Studio
2016-10-05,4.99,Musopia
2016-10-05,11.99,SP-time
2016-10-05,4.99,Musopia
2016-10-05,2.99,Musopia
2016-10-03,Free To Play,Springloaded
2016-10-05,19.99,Virtavia
2016-10-05,17.99,Chris Bell – Creative Design Studios
2016-10-05,1.99,"Traveller's Tales,TT Games,Feral Interactive (Mac)"
2016-10-05,2.99,"Traveller's Tales,TT Games,Feral Interactive (Mac)"
2016-10-05,2.99,Jorge Giner Cordero
2016-10-05,Free,Jorge Giner Cordero
2016-10-05,Free To Play,Saibot Studios
2016-09-16,8.99,Space Lizard Studio LTD
2016-10-05,Free,Saibot Studios
2016-10-05,0.99,Antonio Renna
2016-10-05,44.99,WeMade
2016-10-04,2.99,Bloodmane Interactive
2016-10-05,24.99,WeMade
2016-10-05,19.99,Dragom
2016-10-06,14.99,Dime Studios
2016-10-04,5.99,Eugen Systems
2016-10-04,7.99,"Mushroom Party,Team Jolly Roger"
2016-10-04,59.99,Trion Worlds
2016-10-04,Free To Play,Trion Worlds
2015-09-15,9.99,Rocktastic Games
2016-10-04,19.99,Lince Works
2016-10-04,99.99,Trion Worlds
2016-10-04,6.99,Lince Works
2016-10-04,2.99,Lince Works
2016-10-04,6.99,Ubisoft Montreal
2016-10-04,18.99,Refactored Games OÜ
2016-06-09,5.99,Michał Głowacki
2016-10-04,4.99,"NetherRealm Studios,High Voltage Software,QLOC"
2016-10-04,4.99,"NetherRealm Studios,High Voltage Software,QLOC"
2016-10-04,4.99,"NetherRealm Studios,High Voltage Software,QLOC"
2016-10-04,1.99,"NetherRealm Studios,High Voltage Software,QLOC"
2016-10-04,3.99,"NetherRealm Studios,High Voltage Software,QLOC"
2016-10-04,2.99,"NetherRealm Studios,High Voltage Software,QLOC"
2016-10-04,2.99,Ubisoft - San Francisco
2016-10-04,2.99,Ubisoft - San Francisco
2016-10-04,13.99,Ubisoft - San Francisco
2016-10-04,2.99,Ubisoft - San Francisco
2016-10-04,2.99,Ubisoft - San Francisco
2016-10-04,2.99,Ubisoft - San Francisco
2016-10-04,2.99,Ubisoft - San Francisco
2016-10-04,39.99,Ubisoft - San Francisco
2016-10-04,14.99,Slick Entertainment Inc.
2016-10-04,3.99,Ross Mcwilliam
2016-10-04,11.99,"Coatsink,Secret Lunch"
2016-10-04,19.99,"NetherRealm Studios,QLOC"
2016-10-04,9.99,Panoramik Inc
2016-10-04,1.99,"Psyonix, Inc."
2016-10-04,1.99,"Psyonix, Inc."
2016-10-03,3.99,"Team NINJA,KOEI TECMO GAMES CO., LTD."
2016-10-03,3.99,"Team NINJA,KOEI TECMO GAMES CO., LTD."
2016-10-03,3.99,"Team NINJA,KOEI TECMO GAMES CO., LTD."
2016-10-03,3.99,"Team NINJA,KOEI TECMO GAMES CO., LTD."
2016-10-03,3.99,"Team NINJA,KOEI TECMO GAMES CO., LTD."
2016-10-03,3.99,"Team NINJA,KOEI TECMO GAMES CO., LTD."
2016-10-03,3.99,"Team NINJA,KOEI TECMO GAMES CO., LTD."
2016-10-03,3.99,"Team NINJA,KOEI TECMO GAMES CO., LTD."
2016-10-03,3.99,"Team NINJA,KOEI TECMO GAMES CO., LTD."
2016-10-03,3.99,"Team NINJA,KOEI TECMO GAMES CO., LTD."
2016-10-03,3.99,"Team NINJA,KOEI TECMO GAMES CO., LTD."
2016-10-03,3.99,"Team NINJA,KOEI TECMO GAMES CO., LTD."
2016-10-03,3.99,"Team NINJA,KOEI TECMO GAMES CO., LTD."
2016-10-03,3.99,"Team NINJA,KOEI TECMO GAMES CO., LTD."
2016-10-03,3.99,"Team NINJA,KOEI TECMO GAMES CO., LTD."
2016-10-03,3.99,"Team NINJA,KOEI TECMO GAMES CO., LTD."
2016-10-03,3.99,"Team NINJA,KOEI TECMO GAMES CO., LTD."
2016-10-03,3.99,"Team NINJA,KOEI TECMO GAMES CO., LTD."
2016-10-03,3.99,"Team NINJA,KOEI TECMO GAMES CO., LTD."
2016-10-03,3.99,"Team NINJA,KOEI TECMO GAMES CO., LTD."
2016-10-03,14.99,"Team NINJA,KOEI TECMO GAMES CO., LTD."
2016-10-03,0.99,"Team NINJA,KOEI TECMO GAMES CO., LTD."
2016-10-03,0.99,"Team NINJA,KOEI TECMO GAMES CO., LTD."
2016-10-03,89.99,"Team NINJA,KOEI TECMO GAMES CO., LTD."
2016-10-03,14.99,Dragom
2016-10-03,3.99,"Team NINJA,KOEI TECMO GAMES CO., LTD."
2016-10-03,4.99,Max
2016-10-03,0.99,Corrosive Studios LLC
2016-10-03,Free,The Sun Will Rise Team
2017-02-01,4.99,Mariano Larronde
2016-10-04,9.99,C-DRIVE MEDIA ART
2016-09-30,19.99,Proletariat Inc.
2016-09-30,8.99,Proletariat Inc.
2016-09-30,0.99,BadWolf Games
2016-09-30,1.99,biplekfp
2016-09-25,3.99,Eternity Studios
2016-06-04,Free To Play,"Elcaelum,CGA Studio"
2016-10-02,9.99,Calepin Studio
2016-10-03,4.99,AMIDEA Games
2016-10-02,1.99,FIREBEAST
2016-10-03,4.99,+7 Software
2016-10-03,4.99,Musopia
2016-10-03,7.99,Musopia
2016-10-03,4.99,Musopia
2016-10-03,Free To Play,Brad Moore
2013-03-10,Free To Play,Helmet Games
2014-05-22,0.99,NeocoreGames
2016-10-03,7.99,Musopia
2013-05-22,0.99,NeocoreGames
2016-10-03,6.99,Sebastian Schöner
2016-09-30,2.99,Musopia
2016-09-30,7.99,Musopia
2016-09-30,9.99,10tons Ltd
2016-09-30,9.99,it Matters Games
2016-09-30,Free,SIM720 LIMITED
2016-09-30,19.99,Witching Hour Studios
2016-09-29,5.99,Dejima
2016-09-29,Free To Play,Fork Particle Games
2016-09-30,Free,The Game Creators
2016-09-29,Free,Silk Games
2016-09-28,7.99,Musopia
2016-09-29,7.99,Musopia
2016-09-28,4.99,Musopia
2016-09-23,4.99,Ragnar
2016-09-29,4.99,Musopia
2016-09-29,2.99,Musopia
2016-09-29,2.99,Musopia
2016-09-29,2.99,Musopia
2016-09-29,7.99,Musopia
2016-09-29,Free To Play,Cascade Game Foundry
2016-09-29,4.99,Musopia
2016-09-29,4.99,Musopia
2016-09-29,7.99,Musopia
2016-09-29,19.99,Musopia
2016-09-29,4.99,Knuist &amp; Perzik
2016-09-29,1.99,Knuist &amp; Perzik
2016-09-29,9.99,Knuist &amp; Perzik
2016-09-29,4.99,Variable State
2016-09-29,17.99,Christian Rolle
2016-09-29,14.99,Knuist &amp; Perzik
2016-09-29,6.99,Tindalos Interactive
2016-09-29,4.99,Clewcat Games
2016-09-29,19.99,Puuba
2016-06-04,0.99,SC Jogos
2016-09-29,19.99,Minor Key Games
2016-09-29,7.99,Brain&amp;Brain
2016-09-29,9.99,Cascade Game Foundry
2016-09-29,6.99,Cascade Game Foundry
2016-09-29,4.99,Cascade Game Foundry
2016-09-29,0.99,Cascade Game Foundry
2016-09-29,17.99,Extreme Developers
2016-09-29,1.99,Cascade Game Foundry
2016-09-29,5.99,Extreme Developers
2016-09-29,1.99,Cascade Game Foundry
2016-09-29,4.99,"Elias Viglione,Jussi Kukkonen"
2016-09-29,2.99,"Mahhaon,Art-Arcade,Sun Pixel"
2016-09-29,24.99,HexWar Games
2016-09-29,0.99,Foggybus
2016-09-29,9.99,Brain&amp;Brain
2016-09-29,7.99,Puuba
2016-09-28,19.99,"CFK Co., Ltd."
2016-09-28,4.99,Skyhook Games
2016-09-28,9.99,Firebrush Studios
2016-09-29,1.99,"Good Games,OXON Game Studio"
2016-09-28,5.99,"SmiteWorks USA, LLC"
2016-09-28,4.99,Mega Dwarf Inc.
2016-09-28,24.99,Fenix Fire Entertainment
2016-09-28,9.99,"Idea Factory,Compile Heart,Felistella"
2016-09-28,5.99,"SmiteWorks USA, LLC"
