title,tags,id
Gardenarium,"['Indie', 'Casual', 'Psychedelic']",423750
Atlantic Fleet,"['Simulation', 'Strategy', 'Naval', 'Turn-Based', 'World War II', 'War', 'Singleplayer']",420440
X Rebirth: Home Of Light,"['Simulation', 'Action', 'Space']",415800
Cat On A Diet,"['Casual', 'Indie', 'Action', 'Puzzle', 'Physics']",447890
Sprinter,"['Action', 'Indie']",442260
The Town Of Light - Extras,"['Adventure', 'Indie']",444040
Stardew Valley Soundtrack,"['RPG', 'Simulation', 'Indie', 'Music']",440820
Machine Gun Train Run,"['Action', 'Indie', 'Shooter']",428530
Bear Simulator,"['Adventure', 'Simulation', 'Memes', 'Indie', 'Open World', 'Action', 'Comedy', 'Singleplayer', 'Illuminati', 'Horror', 'Story Rich', 'Funny', 'Walking Simulator', 'Exploration', 'Gore', 'Survival', 'First-Person']",395850
Shakes And Fidget,"['Free to Play', 'RPG', 'Casual', 'Massively Multiplayer', 'Adventure', 'Strategy', 'Multiplayer', 'Indie', 'MMORPG', 'Fantasy', 'Character Customization', 'Comedy', 'Medieval', 'Classic', 'Funny', 'Story Rich', 'Dark Humor', 'Clicker', 'Cult Classic', 'Singleplayer']",438040
The Haunting Of Billy,"['Indie', 'Casual', 'Action', 'Adventure', 'Horror']",445170
Adam And Eve: The Game - Chapter 1,"['Casual', 'Adventure', 'Indie', 'Action', 'Platformer']",443530
Huenison Amigaos 4,"['Indie', 'Casual', 'Action']",434180
Era Of Majesty,"['Early Access', 'Strategy', 'RPG', 'Indie', 'Pixel Graphics']",412130
Official Guide - Vagrant Hearts,"['Adventure', 'RPG', 'Indie', 'Casual']",392440
Tabletop Simulator - Scythe,"['Simulation', 'Strategy', 'RPG', 'Indie', 'Casual']",446980
Let'S Eat! Seaside Cafe,"['Simulation', 'Adventure', 'Anime']",444950
Lucy -The Eternity She Wished For-,"['Visual Novel', 'Anime', 'Story Rich', 'Dating Sim', 'Romance', 'Robots', 'Simulation', 'Cute', 'Multiple Endings', 'Indie', 'Drama', 'Singleplayer', 'Casual', 'Sci-fi', '2D', 'Choose Your Own Adventure', 'Fantasy', 'Great Soundtrack', 'Science', 'Adventure']",430960
Anno 2205™ - Tundra,"['Simulation', 'Strategy']",441720
Alone K.W.,"['Adventure', 'Indie', 'Horror']",442000
Balrum,"['RPG', 'Adventure', 'Strategy', 'Indie', 'Crafting', 'Sandbox', 'Isometric', 'Turn-Based Combat', 'Fantasy', 'CRPG', 'Open World']",424250
Shadow Of Nebula,"['Early Access', 'Adventure', 'Indie', 'Point & Click']",433960
Infinity Saga,"['RPG', 'Indie', 'Casual', 'RPGMaker', 'Action', 'Adventure', 'Strategy']",448750
Life In Bunker,"['Strategy', 'Simulation', 'Survival', 'Indie', 'Sandbox', 'Base Building', 'Management', 'Post-apocalyptic']",401690
Banzai Escape,"['Action', 'Anime', 'On-Rails Shooter']",440340
Recourse,"['Puzzle-Platformer', 'Puzzle', 'Indie', 'Casual', 'Adventure', 'Local Co-Op']",413540
That Dam Level Redux,"['Action', 'Indie', 'Crafting', '2D', 'Pixel Graphics', 'Retro', 'Singleplayer', 'Cartoony', 'Replay Value', 'Great Soundtrack', 'Cute', 'Remake', 'Difficult', 'Platformer', 'Female Protagonist']",434970
Lost Bros,"['Action', 'Adventure', 'Indie', 'Pixel Graphics']",434390
Forest Ground Tiling Texture Tutorial,"['Design & Illustration', 'Tutorial']",442310
Echo Tokyo - Wallpapers,"['Adventure', 'Indie', 'Casual', 'Nudity']",372810
Superhot,"['FPS', 'Action', 'Bullet Time', 'First-Person', 'Time Manipulation', 'Singleplayer', 'Indie', 'Puzzle', 'Shooter', 'Strategy', 'Minimalist', 'Short', 'Tactical', 'Difficult', 'Bullet Hell', 'VR', 'Cyberpunk', 'Kickstarter', 'Funny', 'Multiplayer']",322500
Color Chemistry,"['Strategy', 'Indie', 'Casual', 'Puzzle', 'Colorful', 'Family Friendly', 'Difficult']",431860
Tross,"['Indie', 'Action', 'Difficult']",443850
Age Of Gladiators,"['Strategy', 'Simulation', 'Management', 'RPG', 'Indie', 'Casual', 'Sports', 'Rome']",442500
Alice'S Patchwork,"['Casual', 'Puzzle']",444280
Forgotten Ball,"['Indie', 'Platformer', 'Puzzle']",434700
Bezier,"['Action', 'Indie', ""Shoot 'Em Up"", 'Twin Stick Shooter', 'Bullet Hell', 'Arcade', 'Psychedelic', 'Colorful', 'Shooter', '2D', 'Singleplayer', 'Space', 'Great Soundtrack', 'Replay Value']",381320
The Count Lucanor,"['Adventure', 'Indie', 'Pixel Graphics', 'Horror', 'RPG', 'Stealth', 'Mystery', 'Survival Horror', 'Top-Down', 'Fantasy', 'Surreal', 'Anime', 'Action-Adventure', '2D']",440880
Better Late Than Dead,"['Survival', 'Open World', 'Multiplayer', 'Crafting', 'Action', 'Sandbox', 'Adventure', 'Co-op', 'Zombies', 'Indie', 'First-Person', 'Realistic', 'Third Person', 'Singleplayer', 'FPS', 'Building', 'Free to Play']",352950
Space Overlords,"['Action', 'Adventure', 'Indie', 'PvP', 'Mechs', 'Robots', 'Local Multiplayer', 'Third-Person Shooter']",407830
Draw A Stickman: Epic - Friend'S Journey,"['Adventure', 'Indie', 'Casual']",435570
The Guest,"['Indie', 'Adventure', 'Puzzle', 'Atmospheric', 'Mystery', 'Horror', 'First-Person', 'Walking Simulator', 'Psychological Horror']",402040
Trigger Runners,"['Action', 'Indie', 'Adventure', 'Racing', 'Runner', 'Shooter']",355560
Hard West: Scars Of Freedom Dlc,"['Strategy', 'Adventure', 'RPG', 'Indie']",441700
Blue Rider,"['Action', 'Indie', ""Shoot 'Em Up"", 'Arcade', 'Shooter', 'Singleplayer', 'Robots', 'Mechs']",402340
Campgrounds: The Endorus Expedition Collector'S Edition,"['Casual', 'Simulation', 'Strategy']",450150
Heroes Of Legionwood - Episode 2,"['RPG', 'Indie', 'Casual']",445710
The Aquatic Adventure Of The Last Human - Deluxe Extras,"['Action', 'Adventure', 'Indie']",441710
Solraven,"['Free to Play', 'Simulation', 'Indie', 'Multiplayer', 'VR']",437400
S.O.R.S,"['Adventure', 'Indie', 'Simulation']",374620
Elemental Heroes,"['Free to Play', 'Strategy', 'RPG', 'Massively Multiplayer', 'Indie', 'Turn-Based']",432290
Elemental Heroes - Quick Starter Pack,"['Strategy', 'RPG', 'Massively Multiplayer', 'Free to Play']",449600
Super Kitty Boing Boing,"['Indie', 'Action', 'Cute', '4 Player Local', 'Anime']",440380
Momodora: Reverie Under The Moonlight Ost,"['Action', 'Indie']",449360
Momodora: Reverie Under The Moonlight,"['Pixel Graphics', 'Metroidvania', 'Female Protagonist', 'Action', '2D', 'Anime', 'Indie', 'Platformer', 'Cute', 'Singleplayer', 'Difficult', 'Great Soundtrack', 'Fantasy', 'Adventure', 'Side Scroller', 'Exploration', 'Atmospheric', 'Controller', 'Dark Fantasy', 'Classic']",428550
Yrminsul - Deluxe Content,"['Strategy', 'Indie']",443470
Highland Warriors,"['Strategy', 'RTS']",446460
Doctor Watson - The Riddle Of The Catacombs,"['Casual', 'Hidden Object']",446440
Rhino'S Rage,"['Strategy', 'RPG', 'Indie']",433210
But To Paint A Universe - Soundtrack,"['Indie', 'Casual']",450780
Backstreets Of The Mind,"['Casual', 'Indie', 'Hidden Object']",449350
Cupid - A Free To Play Visual Novel,"['Free to Play', 'Visual Novel', 'Indie', 'Nudity', 'Sexual Content', 'Anime', 'Simulation', 'RPG', 'Romance', 'Female Protagonist', 'Mature', 'Horror', 'Singleplayer', 'Dark']",421670
Mazement,"['Action', 'Indie', 'Casual', 'Puzzle']",431410
Alphabeats: Master Edition,"['Indie', 'Casual', 'Action', 'Music-Based Procedural Generation', 'Music', 'Word Game', 'Spelling', 'Puzzle']",420160
Elemental Heroes - Blue Mage 20Th Level Set,"['Strategy', 'RPG', 'Massively Multiplayer', 'Free to Play']",449601
Act 3 Soundtrack,"['Adventure', 'Indie']",371870
Elemental Heroes - Blue Fighter 20Th Level Set,"['Strategy', 'RPG', 'Massively Multiplayer', 'Free to Play']",449603
Elemental Heroes - Blue Scout 20Th Level Set,"['Strategy', 'RPG', 'Massively Multiplayer', 'Free to Play']",449602
Wild Animal Racing,"['Sexual Content', 'Memes', 'Cold War', 'Mature', 'Racing', 'Dark', 'Psychedelic', 'FPS', 'Difficult', 'Indie', 'Family Friendly', 'Action', 'Sports', 'Funny', 'Casual', 'Atmospheric', 'Multiplayer', 'Fantasy', 'Comedy', 'Singleplayer']",389510
Naruto Shippuden: Ultimate Ninja Storm 4 - Season Pass,"['Action', 'Adventure', 'Anime', 'Fighting', 'Ninja']",416424
Overload Playable Teaser 2.0,"['Action', '6DOF', 'Free to Play', 'Space', 'Shooter', 'Singleplayer', 'Multiplayer']",450220
Rocket League® - Batman V Superman: Dawn Of Justice Car Pack,"['Sports', 'Action', 'Racing', 'Indie', 'Batman', 'Multiplayer']",438690
The Next World,"['Adventure', 'Indie', 'Casual', 'Strategy', 'Sci-fi', 'Visual Novel']",427860
Tom Clancy'S  The Division™ -  Military Specialists Outfits Pack,"['Action', 'RPG', 'Adventure']",437702
Tom Clancy’S The Division™,"['Open World', 'Third-Person Shooter', 'Multiplayer', 'Action', 'Co-op', 'Shooter', 'RPG', 'Post-apocalyptic', 'Online Co-Op', 'Survival', 'Massively Multiplayer', 'Tactical', 'Third Person', 'MMORPG', 'Adventure', 'Atmospheric', 'Singleplayer', 'Stealth', 'FPS', 'Sandbox']",365590
Cue Club 2: Pool & Snooker,"['Action', 'Simulation', 'Sports', 'Indie', 'Strategy', 'Casual', 'Pool']",366690
Tom Clancy'S The Division™ - Season Pass,"['Action', 'RPG', 'Adventure', 'Multiplayer']",437700
Tom Clancy'S The Division™ -  Marine Forces Outfits Pack,"['Action', 'Adventure', 'RPG']",437701
Labyrinth,"['Early Access', 'Card Game', 'Turn-Based Tactics', 'Strategy', 'Free to Play', 'Trading Card Game', 'Asynchronous Multiplayer', 'Indie', 'Tactical RPG', 'RPG', 'Turn-Based', 'Multiplayer', 'Dungeon Crawler']",412310
Heal Them All,"['Casual', 'Strategy', 'Tower Defense']",408880
Star Realms,"['Strategy', 'Card Game', 'Free to Play', 'Board Game', 'Asynchronous Multiplayer']",438140
Star Realms - Full Version,"['Strategy', 'Card Game']",438150
Mx Vs. Atv Supercross Encore - 2015 Honda Crf250R Mx,"['Simulation', 'Racing', 'Sports']",429908
Mx Vs. Atv Supercross Encore - 2015 Honda Crf450R Mx,"['Simulation', 'Racing', 'Sports']",430310
Mx Vs. Atv Supercross Encore - Honda Trx450R Atv,"['Simulation', 'Racing', 'Sports']",430311
Mx Vs. Atv Supercross Encore - 2015 Suzuki Rmz250 Mx,"['Simulation', 'Racing', 'Sports']",430316
Mx Vs. Atv Supercross Encore - 2015 Suzuki Rmz450 Mx,"['Simulation', 'Racing', 'Sports']",430317
Just Cause™ 3 Dlc: Sky Fortress Pack,"['Action', 'Adventure', 'Open World', 'Third-Person Shooter']",400551
Mx Vs. Atv Supercross Encore - Suzuki Lt450R Atv,"['Simulation', 'Racing', 'Sports']",430315
Rocksmith® 2014 – The Donnas - “Take It Off”,"['Casual', 'Simulation']",436576
Mind Zero,"['RPG', 'JRPG', 'Dungeon Crawler', 'Anime', 'Visual Novel']",322630
Rocksmith® 2014 – The Runaways - “Cherry Bomb”,"['Casual', 'Simulation']",436577
From Earth,"['Action', 'Adventure', 'Indie', 'Mod', 'First-Person', 'Sci-fi']",334370
Summer Breeze,"['Short', 'Drama']",419240
Drawn®: Dark Flight™ Collector'S Edition,"['Casual', 'Strategy', 'Simulation', 'Hidden Object']",451140
Race.A.Bit,"['Racing', 'Indie', 'Level Editor', 'Asynchronous Multiplayer', 'Moddable']",336030
Porradaria 2: Pagode Of The Night,"['Indie', 'Action', 'Adventure', 'Retro', 'Platformer', 'Metroidvania', '2D', 'Pixel Graphics', 'Ninja', 'Memes', 'Great Soundtrack', 'Story Rich', 'Comedy', 'Replay Value']",431220
Casey Powell Lacrosse 16,"['Action', 'Simulation', 'Sports']",353890
Case #8,"['Adventure', 'Indie', 'Horror']",448350
Carnivore Land,"['Action', 'Indie', 'Zombies', 'Top-Down Shooter']",397860
Repete,"['Indie', 'Casual', 'Platformer', 'Puzzle-Platformer']",448010
Buzzard,"['Comedy', 'Movie', 'Drama']",446960
Panzermadels: Tank Dating Simulator,"['Memes', 'Anime', 'Dating Sim', 'Visual Novel', 'Tanks', 'Indie', 'Simulation', 'Casual', 'RPG', 'Illuminati', 'Adventure', 'World War II', 'Comedy', 'Nudity', 'Story Rich', 'Historical', 'Family Friendly', 'Gore', 'Female Protagonist', 'Walking Simulator']",379980
Robert Mensah'S Sins Of The Father,"['Indie', 'Action', 'Adventure']",450840
Doctor Watson - Treasure Island,"['Casual', 'Hidden Object']",446430
Alekhine'S Gun,"['Stealth', 'Adventure', 'Action', 'Cold War', 'Assassin', 'Third Person']",406720
Hitman™,"['Stealth', 'Action', 'Assassin', 'Third Person', 'Singleplayer', 'Tactical', 'Shooter', 'Open World', 'Atmospheric', 'Crime', 'Sandbox', 'Strategy', 'Episodic', 'Story Rich', 'Third-Person Shooter', 'Great Soundtrack', 'Adventure', 'Heist', 'Illuminati', 'Nudity']",236870
Infinity Wings - Scout & Grunt,"['Action', 'Indie', 'Casual', ""Shoot 'Em Up"", 'Space', 'Retro', 'Arcade', 'Funny', '2D', 'Sci-fi', 'Shooter', 'Futuristic', 'Singleplayer', 'Stylized', 'Strategy', 'Simulation', 'Atmospheric', 'Classic', 'Star Wars', 'Anime']",448790
Beyond Dimensions,"['Indie', 'Action', 'Adventure']",429250
Rocksmith® 2014 – Collective Soul - “December”,"['Casual', 'Simulation']",436580
Astroloco: Worst Contact,"['Adventure', 'Indie', 'Point & Click', 'Sci-fi', 'Comedy']",357490
Sparkle Zero,"['Indie', 'Action', 'Simulation']",448000
Naruto Shippuden: Ultimate Ninja Storm 4 - Shikamaru'S Tale Extra Scenario Pack,"['Action', 'Adventure']",416420
Burst,"['Indie', 'Casual']",454080
Unknown Battle,"['Indie', 'Action', 'Adventure', 'FPS', 'Horror']",443940
The Legend Of Dark Witch Soundtracks,"['Action', 'Adventure', 'Indie', 'Casual']",454110
Quantum Conscience - Original Soundtrack,"['Adventure', 'Indie']",454660
Dgu -Sinister Semester,"['Strategy', 'Action', 'Adventure', 'Indie']",381160
Rocksmith® 2014 – Collective Soul - “Heavy”,"['Casual', 'Simulation']",436581
Rocksmith® 2014 – Collective Soul - “The World I Know”,"['Casual', 'Simulation']",436582
"Warhammer® 40,000™: Dawn Of War® Ii - Retribution - The Last Stand Necron Overlord","['Strategy', 'Warhammer 40K']",378041
Rocksmith® 2014 – Collective Soul Song Pack,"['Casual', 'Simulation']",436584
Rocksmith® 2014 – Collective Soul - “Gel”,"['Casual', 'Simulation']",436583
Sheltered,"['Survival', 'Post-apocalyptic', 'Base Building', 'Pixel Graphics', 'Strategy', 'RPG', 'Management', 'Indie', 'Simulation', 'Singleplayer', 'Resource Management', 'Building', '2D', 'Crafting', 'Open World', 'Adventure', 'Side Scroller', 'Difficult', 'Horror', 'Zombies']",356040
Engage,"['Early Access', 'Education', 'Software Training', 'Utilities']",449130
Love Is Blind: Mutants,"['Early Access', 'Action', 'Indie', 'Strategy', 'Stealth']",444460
Fantasy Grounds - D&D Curse Of Strahd,"['Strategy', 'RPG', 'Indie', 'Turn-Based', 'Fantasy', 'Story Rich', 'Online Co-Op', 'Vampire', 'Software', 'Party-Based RPG', 'Werewolves', 'Sandbox', 'Horror', 'Utilities']",450080
Envoy,"['Action', 'Casual', 'Simulation', 'Indie', ""Shoot 'Em Up""]",447970
Royal Heroes,"['Casual', 'Indie', 'RPG', 'Strategy', 'Crafting', 'Simulation']",439920
Seduce Me The Otome Music Soundtrack,"['Casual', 'Simulation']",454791
Sophie'S Curse,"['Indie', 'Horror', 'Simulation', 'Casual', 'Survival Horror', 'Point & Click', 'Singleplayer']",446380
"""Just Another Day"" - Seduce Me Otome Cd","['Casual', 'Simulation']",454790
Hidden Object 6-In-1 Bundle,"['Casual', 'Hidden Object', 'Point & Click']",448400
C.R.E.E.P.S,"['Strategy', 'Action', 'Indie']",387400
Chesster,"['Indie', 'Simulation']",352050
Wyrmsun: Brising Faction Flair Pack,"['Strategy', 'Adventure', 'Indie']",445341
Wyrmsun: Frankish Faction Flair Pack,"['Strategy', 'Adventure', 'Indie']",445340
Obscuritas,"['Adventure', 'Horror', 'Puzzle']",441680
101 Ways To Die,"['Strategy', 'Action', 'Indie', 'Casual']",413480
Metal Assault,"['Free to Play', 'Action', 'Multiplayer', 'RPG', 'Adventure', '2D', 'Casual', 'Shooter', 'Co-op', 'Anime']",413170
Calcu-Late,"['Indie', 'Adventure', 'RPG', 'RPGMaker']",449200
Jesus Christ Rpg Trilogy,"['Illuminati', 'Memes', 'Psychological Horror', 'Free to Play', 'Nudity', 'RPG', 'Anime', 'RPGMaker', 'Horror', 'Post-apocalyptic', 'Dating Sim', 'Family Friendly', 'Female Protagonist', 'Fantasy', 'Story Rich', 'Gore', 'Comedy', 'Funny', 'Action', 'Otome']",449040
Cubicolor,"['Indie', 'Casual', 'Puzzle', 'Singleplayer']",454190
Defy Gravity Extended,"['Platformer', 'Indie', 'Puzzle', 'Space', 'Action', '2D', 'Singleplayer', 'Casual', 'Difficult', 'Sci-fi', 'Great Soundtrack', 'Female Protagonist', 'Physics', 'Retro', 'Shooter', 'Anime', 'Arcade', 'Multiplayer', 'Open World', 'Horror']",96100
Defy Gravity - Soundtrack,"['Action', 'Indie']",451030
Rising Angels: Hope,"['Adventure', 'Indie', 'Casual', 'Anime', 'Visual Novel', 'Female Protagonist']",368150
Rocksmith® 2014 – Imagine Dragons - “It’S Time”,"['Casual', 'Simulation']",436587
Princess.Loot.Pixel.Again Soundtrack,"['Action', 'Adventure', 'RPG', 'Indie']",456040
A Room Beyond,"['Adventure', 'Indie', 'Point & Click']",454330
Jesus Christ Rpg Trilogy Soundtrack,"['RPG', 'Free to Play']",455451
Forgotten Myths Ccg,"['Free to Play', 'Strategy', 'Indie', 'Card Game']",299910
Sword Of The Stars: The Pit - Healer,"['Strategy', 'RPG', 'Indie', 'Casual']",449720
Magdalena Soundtrack,"['Adventure', 'Indie']",456120
Rocksmith® 2014 – Imagine Dragons Song Pack,"['Simulation', 'Casual']",436588
Candice Debébé'S Incredibly Trick Soundtrack,"['Adventure', 'RPG', 'Indie']",454740
Candice Debébé'S Incredibly Trick Lifestyle,"['Adventure', 'Indie', 'RPG', 'Memes', 'Female Protagonist', 'Great Soundtrack', 'Dating Sim', 'Survival Horror', 'Illuminati', 'Anime']",453790
Nelly Cootalot: The Fowl Fleet,"['Adventure', 'Indie', 'Point & Click', 'Comedy', 'Pirates', 'Funny', 'Female Protagonist']",317320
Mimpi Dreams,"['Indie', 'Adventure', 'Cute', 'Puzzle-Platformer', 'Platformer', 'Family Friendly', 'Puzzle', '2D']",444770
Trigger Runners Remastered Soundtrack,"['Action', 'Adventure', 'Indie', 'Racing']",450890
Trigger Runners Soundtrack,"['Action', 'Adventure', 'Indie', 'Racing']",450870
Borstal,"['Adventure', 'RPG', 'Indie']",453730
Wish Project,"['Action', 'Indie', 'Bullet Hell', ""Shoot 'Em Up"", 'Local Co-Op', 'Shooter', '2D', 'Difficult', 'Arcade', 'Singleplayer', 'Controller', 'Anime']",367140
Vortex: The Gateway,"['Survival', 'Adventure', 'Action', 'Open World', 'Indie', 'Crafting', 'Aliens', 'Survival Horror', 'Building', 'Horror']",406170
Zombasite,"['RPG', 'Action', 'Indie', 'Zombies']",408960
Fantasy Grounds - 5E: Shattered Heart Adventure Path (5E): The Breath Of Life,"['Strategy', 'RPG', 'Indie']",456890
Spell Fighter Vr,"['Action', 'Adventure', 'RPG', 'Indie', 'VR', 'Free to Play']",455440
Substance Painter 2,"['Animation & Modeling', 'Design & Illustration', 'Game Development']",454510
Sky To Fly: Faster Than Wind,"['Action', 'Adventure', 'Racing', 'Indie', 'Sports', 'Simulation', 'Steampunk']",403850
Atari Vault,"['Retro', 'Adventure', 'Classic', 'Racing', 'Arcade', 'RPG', 'Casual', 'Action', 'Sports', 'Strategy', 'Pixel Graphics', 'Local Multiplayer', '1980s', 'Singleplayer']",400020
Paws Soundtrack,"['Adventure', 'Indie', 'Casual']",449950
Polyrace,"['Racing', 'Indie', 'Procedural Generation']",384330
Samorost 3,"['Adventure', 'Puzzle', 'Point & Click', 'Great Soundtrack', 'Atmospheric', 'Casual', 'Hand-drawn', 'Indie', '2D', 'Singleplayer', 'Relaxing', 'Story Rich', 'Surreal']",421120
Paws: A Shelter 2 Game,"['Adventure', 'Casual', 'Indie', 'Cute', 'Singleplayer', 'Simulation', 'Survival', 'Atmospheric', 'Story Rich']",434000
Samorost 3 Soundtrack + Art Book,"['Adventure', 'Indie', 'Casual']",455370
Escape: Close Call,"['Action', 'Indie', 'Casual']",448380
Villagers,"['Strategy', 'Simulation', 'City Builder', 'Indie', 'Medieval']",412460
Machinecraft,"['Early Access', 'Free to Play', 'Building', 'Multiplayer', 'Sandbox', 'Simulation', 'Indie', 'Robots', 'Action']",397100
Heartomics: Nokori,"['Casual', 'Clicker', 'Visual Novel']",455970
Galactineers,"['Early Access', 'Strategy', 'Adventure', 'Indie', 'Simulation', 'Sandbox', 'Crafting']",424850
Hush Hush - Unlimited Survival Horror,"['Action', 'Indie', 'Surreal', 'Survival Horror', 'Story Rich', 'Atmospheric', 'Horror']",449500
Samoliotik,"['Illuminati', 'Casual', 'Indie', 'Action', 'Memes', 'Pixel Graphics', 'Psychological Horror', 'Singleplayer', ""Shoot 'Em Up"", 'Atmospheric', 'Female Protagonist', 'Story Rich']",449680
Space Food Truck,"['Strategy', 'Indie', 'Card Game', 'Co-op', 'Sci-fi', 'Space', 'Multiplayer', '2D', 'Board Game']",397390
Thorne - Death Merchants,"['RPGMaker', 'Action', 'Adventure', 'RPG', 'Indie', 'Strategy', 'Fantasy', 'Story Rich', 'Episodic', '2D']",451920
At The Mountains Of Madness,"['Early Access', 'Adventure', 'Indie', 'Lovecraftian', 'Action', 'Horror']",393820
Polyology,"['Indie', 'Sokoban', 'Puzzle', 'Great Soundtrack']",450650
Tree Of Savior (English Ver.),"['MMORPG', 'Massively Multiplayer', 'RPG', 'Free to Play', 'Anime', 'Fantasy', 'Adventure', 'Cute', 'Great Soundtrack', 'Action', 'JRPG', 'Isometric', 'Multiplayer', 'Nudity', 'Open World', 'Co-op', 'Hack and Slash', 'Action RPG', 'Memes', 'Dating Sim']",372000
Waste Walkers Deliverance,"['Strategy', 'Action', 'Adventure', 'RPG', 'Indie', 'Simulation', 'Survival', 'Post-apocalyptic', 'Choose Your Own Adventure', 'Atmospheric', 'Realistic', 'Open World', 'Great Soundtrack', 'Action RPG', 'Turn-Based Combat', 'Survival Horror']",439900
Radial-G : Racing Revolved,"['Racing', 'VR', 'Sci-fi', 'Indie', 'Action', 'Futuristic', 'Arcade']",330770
"Linea, The Game - Broken Chiptunes","['Action', 'Indie', 'Casual', 'Music', 'Difficult', 'Minimalist', 'Music-Based Procedural Generation', 'Fast-Paced', 'Arcade']",453330
Adr1Ft,"['Adventure', 'Indie', 'Space', 'VR', 'First-Person', 'Walking Simulator', 'Survival', 'Atmospheric', 'Singleplayer', 'Simulation', 'Sci-fi', 'Female Protagonist']",300060
Guns Of Infinity,"['Adventure', 'Indie', 'RPG', 'Choose Your Own Adventure', 'Text-Based']",446330
Holodrive - Early Access Supporter Pack,"['Action', 'Indie', 'Free to Play']",429310
Recourse Demo,"['Adventure', 'Indie', 'Casual']",431320
Lego® Marvel'S Avengers Dlc - The Masters Of Evil Pack,"['Action', 'Adventure']",439500
Lego® Marvel'S Avengers Season Pass,"['Action', 'LEGO']",426860
Sabres Of Infinity,"['Adventure', 'RPG', 'Indie', 'Choose Your Own Adventure', 'Text-Based', 'Interactive Fiction', 'Visual Novel']",446310
Lego® Marvel'S Avengers Dlc - Classic Captain Marvel Pack,"['Action', 'Adventure']",439501
Terrarium Land,"['Action', 'Adventure', 'Indie', '3D Platformer']",438780
Thank You For Playing,"['Documentary', 'Gaming']",433500
Rocksmith® 2014 – Hoobastank - “The Reason”,"['Casual', 'Simulation']",436589
Rocksmith® 2014 – The Cars - “My Best Friend’S Girl”,"['Casual', 'Simulation']",436590
Rocksmith® 2014 – Eddie Cochran - “Summertime Blues”,"['Casual', 'Simulation']",436592
Rocksmith® 2014 – Hit Singles Song Pack V,"['Casual', 'Simulation']",436593
Rocksmith® 2014 – Edgar Winter - “Free Ride”,"['Casual', 'Simulation']",436591
Pandora`S Room,"['Early Access', 'Indie', 'Adventure', 'Simulation', 'Puzzle']",440720
Road Madness,"['Racing', 'Action']",457710
Hyper Light Drifter,"['Pixel Graphics', 'Great Soundtrack', 'Atmospheric', 'Difficult', 'Adventure', 'Action', 'Indie', 'Singleplayer', 'RPG', 'Hack and Slash', 'Exploration', '2D', 'Colorful', 'Action RPG', 'Top-Down', 'Post-apocalyptic', 'Fantasy', 'Sci-fi', 'Metroidvania', 'Kickstarter']",257850
Virtual Desktop,"['Utilities', 'VR']",382110
Super Robot Jump Jump,"['Action', 'Adventure', 'Indie', 'Platformer', 'Difficult', 'Funny', '2D', 'Co-op', 'Great Soundtrack', 'Local Multiplayer']",422980
Silver Creek Falls - Chapter 3,"['Indie', 'Adventure', 'Story Rich', 'Great Soundtrack', 'Female Protagonist', 'Mystery', 'Hidden Object', 'Detective', 'RPGMaker']",441060
Guilty Gear 2 -Overture-,"['Action', 'Fighting', 'Anime', 'Story Rich', 'Singleplayer', 'MOBA', 'Great Soundtrack', 'Local Multiplayer', 'Controller', 'Difficult', 'RTS', 'Hack and Slash', 'Strategy']",437000
The Vanishing Of Ethan Carter Vr,"['Adventure', 'Indie', 'VR']",457880
Abraca - Imagic Games,"['Action', '4 Player Local', 'Local Multiplayer', 'Cartoon', 'Competitive', 'Funny', 'Fighting', 'Sports', '2D Fighter', 'Racing', '2D']",345990
Rynn'S Adventure: Trouble In The Enchanted Forest,"['Indie', 'Platformer', 'Difficult', '2D', 'Action', 'Adventure']",420500
Quest Of Souls,"['Action', 'Adventure', 'Indie', 'RPG', 'Twin Stick Shooter', 'Co-op', 'Multiplayer', 'Story Rich', 'Local Co-Op', 'Pixel Graphics', 'Retro', 'Fantasy', 'Local Multiplayer', 'Action RPG']",441560
Draw Rider,"['Action', 'Indie', 'Racing', '2D', 'Side Scroller', 'Gore', 'Level Editor', 'Difficult']",448610
Classroom Aquatic,"['Simulation', 'VR', 'Underwater', 'Indie', 'Stealth', 'Funny', 'Free to Play', 'First-Person']",293800
Origin Of Destiny: Crimson Awakening,"['Early Access', 'Free to Play', 'RPG', 'RPGMaker', 'Adventure', 'Indie', 'Anime']",448570
The Minims,"['Adventure', 'Indie', 'Puzzle', 'Point & Click', 'Minimalist']",442770
#Selfietennis,"['Sports', 'Indie', 'VR']",392190
Christmas Adventure: Candy Storm,"['Casual', 'Indie', 'Hidden Object', 'Point & Click', 'Singleplayer', 'Family Friendly', 'Short', 'Relaxing', 'Mouse only', 'Puzzle', 'Cute', 'Atmospheric']",456430
Adam'S Venture: Origins,"['Adventure', 'Indie', 'Puzzle', 'Singleplayer', 'Story Rich', 'Remake', 'Third Person', 'Historical', 'Family Friendly', 'Controller', 'Casual', 'Illuminati', 'Great Soundtrack', 'Conspiracy', 'Linear', 'Atmospheric']",400360
Beep - Soundtrack,"['Simulation', 'Indie', 'Adventure', 'Action', 'Strategy']",456470
"Forgotten, Not Lost - A Kinetic Novel","['Casual', 'Simulation', 'RPG', 'Visual Novel', 'Anime', 'Singleplayer', 'Indie', 'Story Rich']",457490
Whirligig Vr Media Player,"['Early Access', 'Video Production', 'Utilities', 'VR']",451650
